loan_id,Gender,Age_at_loan,Months_open_before_loan,Amount,Duration,Monthly_payments,Default_flag,Total_num_trans,total_balance,avg_balance,Credit_card_issued,No_credict_card,Junior_Credit_card,Classic_Credit_card,Gold_Credit_card,District_account_opened,Distict_Avg_Salary,Unemploymenr_rate_1995,Unemploymenr_rate_1996
6699,1,31,12,7656,24,319,0,81,3762015.80,46444.639506,0,1,0,0,0,48,9060,1.78,2.44
6704,1,33,18,417060,60,6951,0,74,4324932.00,58445.027027,0,1,0,0,0,29,8843,2.82,3.6
6705,1,21,10,333648,48,6951,1,97,5989624.10,61748.702062,0,1,0,0,0,14,10045,1.42,1.71
6712,1,30,17,266220,60,4437,0,144,5028894.90,34922.881250,0,1,0,0,0,20,8547,2.65,3.64
6715,1,52,17,220620,60,3677,0,128,4724154.40,36907.456250,0,1,0,0,0,20,8547,2.65,3.64
6721,1,29,4,21072,24,878,0,15,323635.30,21575.686667,0,1,0,0,0,4,8114,2.38,2.62
6725,1,46,21,265320,36,7370,0,148,5263898.40,35566.881081,0,1,0,0,0,19,8541,2.51,2.97
6726,1,39,14,85860,60,1431,0,96,2924294.80,30461.404167,1,0,0,1,0,2,8507,1.67,1.85
6727,0,60,8,42840,12,3570,0,45,1603898.90,35642.197778,0,1,0,0,0,70,10177,6.63,7.75
6729,1,49,16,74688,12,6224,0,112,5430277.90,48484.624107,0,1,0,0,0,23,8624,1.79,2.66
6730,1,17,14,93036,12,7753,0,104,5604626.90,53890.643269,0,1,0,0,0,54,9897,1.6,1.96
6732,1,44,11,174048,48,3626,0,69,5034818.30,72968.381159,1,0,0,1,0,47,9538,1.51,1.81
6734,1,51,10,173016,36,4806,0,94,5809128.90,61799.243617,1,0,0,1,0,14,10045,1.42,1.71
6736,0,58,3,288360,60,4806,0,10,332117.60,33211.760000,0,1,0,0,0,1,12541,0.29,0.43
6737,0,46,17,76680,24,3195,0,143,8999486.90,62933.474825,0,1,0,0,0,68,9893,4.09,4.72
6738,1,51,11,230220,36,6395,1,82,2267996.00,27658.487805,0,1,0,0,0,74,10673,4.75,5.44
6745,0,23,17,47304,24,1971,0,167,11479583.90,68740.023353,1,0,0,1,0,64,9624,1.6,2.31
6746,1,35,9,185640,60,3094,0,55,1603769.30,29159.441818,0,1,0,0,0,46,8369,1.79,2.31
6748,1,49,17,240900,60,4015,0,120,3152182.80,26268.190000,0,1,0,0,0,60,8441,3.45,4.48
6751,0,58,5,85716,36,2381,0,19,595407.90,31337.257895,0,1,0,0,0,17,8114,2.38,2.62
6753,1,50,3,67980,12,5665,0,14,487296.90,34806.921429,0,1,0,0,0,66,8512,3.51,4.12
6755,0,26,14,170700,60,2845,0,91,2604456.20,28620.397802,0,1,0,0,0,53,8240,2.53,3.56
6758,1,17,6,33144,12,2762,0,32,1037044.70,32407.646875,0,1,0,0,0,70,10177,6.63,7.75
6763,1,18,13,88272,48,1839,0,77,1350255.00,17535.779221,0,1,0,0,0,1,12541,0.29,0.43
6764,0,23,12,33984,48,708,0,70,2701143.20,38587.760000,0,1,0,0,0,64,9624,1.6,2.31
6766,1,40,18,74352,24,3098,0,126,5732715.50,45497.742063,0,1,0,0,0,1,12541,0.29,0.43
6785,0,51,15,125340,60,2089,0,127,6495480.50,51145.515748,0,1,0,0,0,1,12541,0.29,0.43
6790,1,36,11,76104,24,3171,0,81,1639212.60,20237.192593,0,1,0,0,0,62,8544,1.29,1.86
6791,1,25,10,566640,60,9444,0,77,2821304.80,36640.322078,0,1,0,0,0,1,12541,0.29,0.43
6793,0,49,12,186300,60,3105,0,119,7469138.00,62765.865546,1,0,0,1,0,63,8288,3.79,4.52
6805,1,39,7,45024,48,938,0,39,1637801.40,41994.907692,0,1,0,0,0,70,10177,6.63,7.75
6808,1,38,12,227880,36,6330,0,83,3746181.90,45134.721687,0,1,0,0,0,64,9624,1.6,2.31
6810,0,37,21,186384,48,3883,0,190,11699877.30,61578.301579,0,1,0,0,0,40,9317,6.49,7.07
6816,1,39,4,100224,48,2088,1,18,506248.80,28124.933333,0,1,0,0,0,70,10177,6.63,7.75
6817,0,44,8,70656,48,1472,0,53,1730283.10,32646.850943,0,1,0,0,0,1,12541,0.29,0.43
6818,1,25,22,155616,48,3242,0,172,7601971.70,44197.509884,0,1,0,0,0,72,8994,3.8,4.79
6819,0,49,3,50112,24,2088,0,16,739426.00,46214.125000,0,1,0,0,0,47,9538,1.51,1.81
6820,1,28,5,38148,12,3179,0,29,1086400.70,37462.093103,0,1,0,0,0,1,12541,0.29,0.43
6821,1,37,22,321936,48,6707,0,178,5698599.30,32014.602809,0,1,0,0,0,1,12541,0.29,0.43
6824,0,31,17,71976,24,2999,1,133,5302764.70,39870.411278,0,1,0,0,0,43,9425,1.72,2.5
6836,0,40,13,189300,60,3155,0,102,3300111.20,32354.031373,1,0,0,1,0,47,8757,3.38,3.95
6841,1,37,6,172080,48,3585,0,42,2551246.20,60743.957143,0,1,0,0,0,10,10124,0.56,0.54
6851,1,50,10,272220,60,4537,1,63,2325164.50,36907.373016,0,1,0,0,0,26,10787,2.64,3.09
6852,1,32,14,16032,48,334,0,121,2798029.00,23124.206612,0,1,0,0,0,32,9272,2.8,3.22
6855,0,59,14,52236,36,1451,0,101,3411988.20,33782.061386,0,1,0,0,0,9,8899,3.39,3.97
6856,0,60,14,163332,36,4537,0,66,1944603.60,29463.690909,0,1,0,0,0,18,8968,2.83,3.35
6857,0,29,22,69600,48,1450,0,218,8796274.90,40349.884862,0,1,0,0,0,64,9624,1.6,2.31
6859,1,57,11,272220,60,4537,0,80,3123353.50,39041.918750,0,1,0,0,0,56,8772,4.69,4.98
6861,1,37,13,215040,60,3584,0,82,3049561.30,37189.771951,0,1,0,0,0,28,8594,1.62,2.01
6863,0,57,5,127080,60,2118,0,24,721462.90,30060.954167,0,1,0,0,0,45,8390,2.28,2.89
6865,0,48,3,29448,12,2454,1,11,318751.80,28977.436364,0,1,0,0,0,72,8994,3.8,4.79
6866,1,37,15,122472,24,5103,0,112,5420345.30,48395.940179,0,1,0,0,0,69,NULL,NULL,NULL
6868,0,29,16,82128,24,3422,0,121,4019766.60,33221.211570,0,1,0,0,0,29,8843,2.82,3.6
6871,0,24,15,164256,48,3422,0,98,4149480.50,42341.637755,0,1,0,0,0,11,9622,0.45,0.59
6872,1,32,5,191580,60,3193,0,30,547243.20,18241.440000,0,1,0,0,0,51,8541,2.51,2.97
6875,1,55,20,83280,48,1735,0,139,5554782.80,39962.466187,1,0,0,1,0,37,9065,4.46,5.39
6876,0,32,4,86616,12,7218,0,15,385710.70,25714.046667,0,1,0,0,0,11,9622,0.45,0.59
6877,0,45,8,285240,60,4754,0,54,2683781.90,49699.664815,0,1,0,0,0,74,10673,4.75,5.44
6878,1,17,10,23184,12,1932,0,58,2130328.50,36729.801724,0,1,0,0,0,57,8720,3.73,4.5
6887,1,32,11,39576,12,3298,0,75,2303981.00,30719.746667,0,1,0,0,0,68,9893,4.09,4.72
6888,1,14,17,39576,12,3298,0,115,5628655.20,48944.827826,1,0,1,0,0,1,9272,2.8,3.22
6895,0,20,19,41904,12,3492,0,143,5159495.30,36080.386713,0,1,0,0,0,68,10177,6.63,7.75
6903,1,34,8,52128,24,2172,0,71,2375637.30,33459.680282,1,0,0,1,0,30,9622,0.45,0.59
6908,0,58,19,188616,24,7859,0,63,2885746.50,45805.500000,0,1,0,0,0,59,8444,3.24,3.47
6913,1,31,19,99936,24,4164,0,152,8489474.00,55851.802632,1,0,0,1,0,1,12541,0.29,0.43
6919,1,50,16,120888,36,3358,0,96,3920520.50,40838.755208,0,1,0,0,0,1,12541,0.29,0.43
6921,1,55,7,86184,12,7182,0,42,2517281.40,59935.271429,1,0,0,1,0,70,10177,6.63,7.75
6922,1,19,7,83628,36,2323,0,34,988645.70,29077.814706,0,1,0,0,0,54,9897,1.6,1.96
6923,0,41,13,44640,24,1860,0,67,2811417.10,41961.449254,0,1,0,0,0,59,8444,3.24,3.47
6926,0,46,15,374760,60,6246,0,112,6283477.10,56102.474107,0,1,0,0,0,73,8746,3.33,3.74
6929,0,23,22,36396,12,3033,0,158,9160371.50,57977.034810,0,1,0,0,0,1,8369,4.73,5.88
6932,0,18,22,225504,48,4698,0,181,10391501.10,57411.608287,1,0,1,0,0,7,9920,2.26,2.87
6933,1,30,5,188688,48,3931,0,22,928469.80,42203.172727,0,1,0,0,0,64,9624,1.6,2.31
6934,1,48,8,116832,12,9736,0,46,1076017.70,23391.689130,0,1,0,0,0,21,9104,1.51,2.07
6938,0,47,13,341280,60,5688,0,77,3825234.20,49678.366234,1,0,0,1,0,9,8899,3.39,3.97
6940,0,35,5,228276,36,6341,0,20,828042.70,41402.135000,0,1,0,0,0,1,12541,0.29,0.43
6942,1,46,14,18324,12,1527,0,86,2700596.40,31402.283721,0,1,0,0,0,59,8444,3.24,3.47
6944,0,30,5,46176,48,962,0,17,571422.80,33613.105882,0,1,0,0,0,62,8544,1.29,1.86
6948,1,26,8,157068,36,4363,0,21,813601.40,38742.923810,0,1,0,0,0,1,12541,0.29,0.43
6949,1,25,18,104712,24,4363,0,108,5656945.90,52379.128704,0,1,0,0,0,31,8930,3.52,4.2
6950,0,50,22,104712,24,4363,0,191,10955348.10,57357.843455,0,1,0,0,0,74,10673,4.75,5.44
6955,0,25,16,244368,48,5091,0,144,10933090.70,75924.240972,0,1,0,0,0,65,8403,5.74,5.72
6956,0,39,16,59448,24,2477,0,93,2707659.90,29114.622581,0,1,0,0,0,11,9622,0.45,0.59
6959,0,44,17,59448,24,2477,1,120,5402002.90,45016.690833,0,1,0,0,0,70,10177,6.63,7.75
6960,0,57,21,76416,24,3184,0,153,4800399.60,31375.160784,0,1,0,0,0,1,12541,0.29,0.43
6961,1,32,4,176148,36,4893,0,13,613008.50,47154.500000,0,1,0,0,0,38,8965,7.08,8.23
6962,0,29,20,279072,48,5814,0,86,3706214.00,43095.511628,0,1,0,0,0,1,12541,0.29,0.43
6965,1,53,18,139536,24,5814,0,165,10541829.20,63889.873939,0,1,0,0,0,61,8814,4.76,5.74
6969,0,53,15,88200,36,2450,0,91,3402203.90,37386.856044,0,1,0,0,0,76,8369,4.73,5.88
6970,0,57,8,31620,60,527,0,37,1018346.70,27522.883784,0,1,0,0,0,8,11277,1.25,1.44
6984,1,57,7,116040,60,1934,0,39,1164742.40,29865.189744,0,1,0,0,0,54,9897,1.6,1.96
6985,0,24,11,113796,36,3161,0,72,2652521.30,36840.573611,0,1,0,0,0,54,9897,1.6,1.96
6986,0,18,8,151728,48,3161,1,57,1737992.60,30491.098246,0,1,0,0,0,74,10673,4.75,5.44
6992,0,53,8,133968,48,2791,0,79,3695012.90,46772.315190,1,0,0,1,0,52,8363,2.52,3.49
6995,1,24,20,96168,12,8014,0,149,7523410.60,50492.688591,1,0,0,0,1,64,9624,1.6,2.31
6996,0,56,22,126600,24,5275,0,132,6219707.10,47118.993182,0,1,0,0,0,11,9538,1.51,1.81
6998,1,25,9,97632,12,8136,0,65,3469643.30,53379.127692,0,1,0,0,0,20,9104,1.51,2.07
7001,1,33,13,300600,60,5010,0,95,5055684.30,53217.729474,1,0,0,1,0,27,8561,0.65,1.29
7004,0,14,18,331560,60,5526,0,119,4396097.80,36941.998319,1,0,1,0,0,12,8507,1.67,1.85
7008,0,34,6,36168,12,3014,0,36,1406295.60,39063.766667,0,1,0,0,0,1,12541,0.29,0.43
7013,1,24,8,89340,60,1489,0,44,1760241.20,40005.481818,0,1,0,0,0,60,8441,3.45,4.48
7034,1,22,13,19044,36,529,0,69,2975401.10,43121.755072,0,1,0,0,0,24,8991,1.39,2.01
7035,0,19,8,210744,36,5854,0,39,1995832.50,51175.192308,0,1,0,0,0,64,9624,1.6,2.31
7036,0,31,15,194940,36,5415,0,91,5156950.70,56669.787912,0,1,0,0,0,8,11277,1.25,1.44
7037,1,53,7,218064,48,4543,0,39,2118306.80,54315.558974,1,0,0,1,0,1,12541,0.29,0.43
7046,0,53,12,91632,12,7636,0,70,1233781.10,17625.444286,0,1,0,0,0,17,8114,2.38,2.62
7049,0,38,8,233424,36,6484,0,49,2669366.00,54476.857143,0,1,0,0,0,4,9753,4.64,5.05
7050,1,51,17,311232,48,6484,0,136,9912463.10,72885.758088,1,0,0,1,0,76,8369,4.73,5.88
7051,0,41,3,77808,12,6484,0,23,1584118.60,68874.721739,0,1,0,0,0,1,12541,0.29,0.43
7055,1,24,11,167100,60,2785,0,79,5032902.50,63707.626582,1,0,0,1,0,62,8544,1.29,1.86
7057,0,22,15,231696,36,6436,0,126,5780075.70,45873.616667,0,1,0,0,0,1,12541,0.29,0.43
7061,0,29,15,121896,24,5079,0,93,5061301.50,54422.596774,0,1,0,0,0,55,8743,1.88,2.43
7066,0,34,5,215388,36,5983,1,15,490540.90,32702.726667,0,1,0,0,0,1,10446,7.34,9.4
7067,0,28,8,136368,24,5682,0,59,3575036.60,60593.840678,0,1,0,0,0,22,8620,1.1,1.25
7072,1,32,12,22104,12,1842,0,73,3221923.90,44135.943836,0,1,0,0,0,34,9675,6.43,7.68
7085,1,33,11,305424,48,6363,0,83,3830244.30,46147.521687,0,1,0,0,0,70,10177,6.63,7.75
7087,0,30,10,44304,24,1846,0,63,2698352.70,42830.995238,0,1,0,0,0,38,8965,7.08,8.23
7088,0,50,14,239160,60,3986,0,106,3946713.20,37233.143396,0,1,0,0,0,27,8561,0.65,1.29
7091,0,42,12,113436,36,3151,0,104,7125083.40,68510.417308,1,0,0,1,0,44,8254,2.79,3.76
7096,1,33,16,37812,12,3151,0,130,7028070.30,54062.079231,0,1,0,0,0,27,8561,0.65,1.29
7097,0,35,6,75624,24,3151,1,23,1150227.90,50009.908696,0,1,0,0,0,54,9897,1.6,1.96
7100,1,35,12,348120,60,5802,0,65,3823266.70,58819.487692,1,0,0,1,0,69,NULL,NULL,NULL
7101,0,43,9,421008,48,8771,0,50,1871821.10,37436.422000,1,0,0,1,0,14,10045,1.42,1.71
7104,0,14,5,259740,60,4329,0,17,768368.60,45198.152941,0,1,0,0,0,68,9893,4.09,4.72
7110,0,29,21,31260,12,2605,0,131,3286059.50,25084.423664,0,1,0,0,0,36,9198,3.33,4.28
7115,1,36,22,88704,48,1848,0,131,2446432.90,18675.060305,0,1,0,0,0,23,8624,1.79,2.66
7119,1,57,11,86880,12,7240,0,58,3278845.40,56531.817241,1,0,0,1,0,21,9104,1.51,2.07
7121,0,33,9,21924,36,609,0,45,1542249.60,34272.213333,0,1,0,0,0,55,8743,1.88,2.43
7122,1,47,16,260640,36,7240,1,78,2458418.20,31518.182051,0,1,0,0,0,22,8620,1.1,1.25
7129,0,28,14,194280,60,3238,0,113,5444382.70,48180.377876,1,0,0,1,0,1,12541,0.29,0.43
7130,0,32,12,123408,24,5142,0,65,1843351.60,28359.255385,1,0,0,0,1,39,10446,7.34,9.4
7136,0,57,6,54396,36,1511,0,23,696755.30,30293.708696,0,1,0,0,0,60,8441,3.45,4.48
7137,0,41,6,151560,24,6315,0,28,1511336.20,53976.292857,1,0,0,0,1,66,8512,3.51,4.12
7138,0,48,21,60000,60,1000,0,137,3376129.90,24643.283942,0,1,0,0,0,72,8390,2.28,2.89
7139,0,42,19,23412,12,1951,0,129,7005281.60,54304.508527,1,0,0,1,0,72,8994,3.8,4.79
7142,1,18,15,482940,60,8049,1,130,3426638.10,26358.754615,0,1,0,0,0,1,12541,0.29,0.43
7147,1,39,22,267600,48,5575,0,112,6995545.40,62460.226786,0,1,0,0,0,70,10177,6.63,7.75
7151,0,56,13,133800,24,5575,0,93,4253209.50,45733.435484,0,1,0,0,0,12,8754,3.83,4.31
7154,0,26,13,417600,60,6960,0,34,1468689.30,43196.744118,1,0,0,0,1,55,8743,1.88,2.43
7164,0,33,9,249792,48,5204,0,45,2615761.40,58128.031111,1,0,0,1,0,55,8743,1.88,2.43
7166,0,39,5,198240,24,8260,0,16,495250.30,30953.143750,0,1,0,0,0,41,9832,3.32,4.48
7167,1,19,11,269964,36,7499,0,75,4602515.20,61366.869333,1,0,1,0,0,16,8427,1.12,1.54
7168,1,18,18,208332,36,5787,0,124,7946796.70,64087.070161,0,1,0,0,0,2,8507,1.67,1.85
7171,0,47,5,196224,48,4088,0,23,1666710.40,72465.669565,1,0,0,0,1,76,8369,4.73,5.88
7172,1,19,13,45720,12,3810,0,86,3585391.60,41690.600000,0,1,0,0,0,1,12541,0.29,0.43
7176,0,18,22,260028,36,7223,0,161,8158968.00,50676.819876,1,0,0,1,0,11,9622,0.45,0.59
7181,1,34,4,197808,24,8242,0,15,974143.40,64942.893333,1,0,0,1,0,1,12541,0.29,0.43
7187,0,59,17,24180,60,403,0,134,10549044.10,78724.209701,0,1,0,0,0,36,9198,3.33,4.28
7189,0,39,14,154656,48,3222,0,89,2829428.20,31791.328090,0,1,0,0,0,71,8678,5.93,5.57
7192,0,57,20,115992,36,3222,0,127,3259633.70,25666.407087,1,0,0,1,0,45,8930,3.52,4.2
7194,0,37,10,68832,36,1912,0,53,1990523.90,37557.054717,0,1,0,0,0,1,12541,0.29,0.43
7195,1,56,9,339168,48,7066,0,51,1460341.10,28634.139216,0,1,0,0,0,46,8369,1.79,2.31
7198,1,17,9,45768,12,3814,0,27,879007.10,32555.818519,0,1,0,0,0,67,8994,3.8,4.79
7199,0,53,14,45768,12,3814,0,146,8634212.50,59138.441781,0,1,0,0,0,75,8819,5.38,5.66
7200,0,21,10,31140,60,519,0,50,1418790.20,28375.804000,0,1,0,0,0,76,8369,4.73,5.88
7201,0,61,11,67464,12,5622,0,57,2767770.70,48557.380702,0,1,0,0,0,34,9675,6.43,7.68
7202,0,56,13,140688,48,2931,0,85,4638908.90,54575.398824,0,1,0,0,0,16,8427,1.12,1.54
7209,0,41,13,385560,60,6426,1,59,1712667.70,29028.266102,0,1,0,0,0,50,8187,4.83,5.45
7213,0,53,11,113544,36,3154,0,71,2413319.80,33990.419718,0,1,0,0,0,65,8403,5.74,5.72
7219,0,39,9,57120,48,1190,0,49,2057295.40,41985.620408,1,0,0,1,0,32,9272,2.8,3.22
7220,0,40,13,131292,36,3647,0,83,3040714.60,36635.115663,0,1,0,0,0,1,12541,0.29,0.43
7221,1,46,15,152460,60,2541,0,118,2463145.70,20874.116102,0,1,0,0,0,25,8554,2.47,2.68
7226,1,23,5,197748,36,5493,0,16,715766.90,44735.431250,0,1,0,0,0,50,8598,2.77,3.26
7227,1,39,15,314520,60,5242,0,130,8258564.60,63527.420000,0,1,0,0,0,44,8254,2.79,3.76
7230,0,36,8,18720,60,312,0,42,1711430.50,40748.345238,1,0,0,1,0,25,8554,2.47,2.68
7233,0,43,19,115812,36,3217,0,124,7024168.00,56646.516129,0,1,0,0,0,16,8427,1.12,1.54
7235,1,24,5,154416,48,3217,0,32,1494905.60,46715.800000,0,1,0,0,0,18,8968,2.83,3.35
7240,0,14,6,274740,60,4579,0,27,1544081.70,57188.211111,1,0,1,0,0,1,8288,3.79,4.52
7241,0,18,18,168984,24,7041,1,160,8968639.60,56053.997500,0,1,0,0,0,1,12541,0.29,0.43
7242,0,39,14,48096,24,2004,0,83,2742653.30,33044.015663,0,1,0,0,0,32,9272,2.8,3.22
7243,0,21,10,217152,36,6032,0,57,2799102.80,49107.066667,1,0,0,1,0,72,8994,3.8,4.79
7246,0,19,6,148920,60,2482,0,31,1005494.90,32435.319355,0,1,0,0,0,59,8444,3.24,3.47
7249,0,52,14,69360,48,1445,0,78,2640854.30,33857.106410,0,1,0,0,0,11,8369,1.79,2.31
7250,1,33,21,119136,48,2482,0,119,5066116.80,42572.410084,0,1,0,0,0,37,9065,4.46,5.39
7253,0,26,17,98304,12,8192,0,113,7503773.00,66405.070796,1,0,0,1,0,16,8427,1.12,1.54
7255,1,42,5,213300,60,3555,0,22,825547.50,37524.886364,0,1,0,0,0,28,8594,1.62,2.01
7259,1,30,8,108144,36,3004,0,55,3005909.40,54652.898182,0,1,0,0,0,1,8444,3.24,3.47
7262,0,34,4,182628,36,5073,0,13,431978.40,33229.107692,0,1,0,0,0,75,8819,5.38,5.66
7263,0,32,5,89880,24,3745,0,29,1814567.20,62571.282759,1,0,0,1,0,70,10177,6.63,7.75
7264,1,21,7,44940,12,3745,0,40,2099392.90,52484.822500,1,0,0,1,0,1,12541,0.29,0.43
7271,1,15,22,392460,60,6541,0,143,8169838.90,57131.740559,1,0,1,0,0,12,8754,3.83,4.31
7277,0,49,8,89280,12,7440,0,52,3147146.10,60522.040385,0,1,0,0,0,1,12541,0.29,0.43
7279,1,49,10,155760,24,6490,0,83,4313013.60,51964.019277,0,1,0,0,0,33,8705,5.75,7.61
7284,0,20,8,52788,12,4399,0,43,954521.70,22198.179070,0,1,0,0,0,15,9045,3.13,3.6
7286,0,25,16,67320,36,1870,0,111,2940587.60,26491.780180,0,1,0,0,0,5,9307,3.85,4.43
7292,0,23,16,317460,60,5291,0,145,9421820.50,64978.072414,0,1,0,0,0,50,8187,4.83,5.45
7294,1,19,11,39168,24,1632,0,54,2993698.00,55438.851852,0,1,0,0,0,7,9920,2.26,2.87
7295,1,45,20,280440,60,4674,0,106,4093624.90,38619.102830,0,1,0,0,0,54,9897,1.6,1.96
7304,1,49,5,419880,60,6998,0,18,1068351.00,59352.833333,0,1,0,0,0,1,12541,0.29,0.43
7305,0,28,22,54024,12,4502,0,147,5362587.20,36480.185034,1,0,0,1,0,61,8814,4.76,5.74
7308,1,34,14,129408,24,5392,0,107,3303066.60,30869.781308,0,1,0,0,0,67,8110,5.77,6.55
